# ID,label,height,root_density,area,shape_index,linearity,sphericity,verticality,density,omnivariance,local_planarity,volume_occupancy,vertical_density_ratio
 165.00000,   1.00000,  12.21000,   0.02985,   7.86262,   0.66368,   0.83127,   0.02300,   1.49416,  29.39096,   0.27390,   0.17594,   0.36977,  18.14283
 166.00000,   1.00000,   5.89000,   0.01130,   8.97563,   0.73534,   0.66714,   0.01320,   1.29735,  26.23009,   0.35880,   0.17384,   0.39958,   3.78378
 167.00000,   1.00000,   5.58000,   0.01408,   7.38482,   0.64720,   0.70372,   0.02773,   1.53579,  40.49445,   0.26301,   0.19096,   0.32260,   2.73684
 168.00000,   1.00000,   6.30000,   0.01295,  11.67682,   0.81086,   0.45262,   0.03140,   1.54338,  41.61274,   0.51063,   0.26342,   0.43514,   1.18079
 169.00000,   1.00000,   7.82000,   0.00552,   9.97085,   0.77520,   0.29192,   0.02769,   1.50422,  44.21071,   0.32323,   0.25782,   0.54854,   7.41860
 170.00000,   1.00000,   8.24000,   0.00755,   7.79099,   0.68924,   0.24195,   0.04154,   1.46957,  58.85014,   0.26899,   0.18220,   0.48703,   1.78947
 171.00000,   1.00000,   8.16000,   0.02007,  10.03469,   0.77194,   0.46269,   0.07472,   1.46582,  47.51214,   0.30066,   0.16564,   0.43368,   1.93137
 172.00000,   1.00000,  11.43000,   0.01596,   7.44543,   0.62733,   0.62648,   0.02584,   1.48352,  36.56109,   0.31507,   0.16448,   0.46398,  10.74999
 173.00000,   1.00000,   6.73000,   0.00727,   7.71157,   0.68925,   0.48120,   0.04296,   1.46939,  65.97999,   0.26317,   0.21569,   0.42297,   1.72277
 174.00000,   1.00000,  13.42000,   0.01429,   7.38714,   0.67673,   0.62456,   0.05158,   1.40894,  32.28062,   0.28623,   0.13644,   0.33638,   5.66666
 175.00000,   1.00000,   5.70000,   0.02703,   6.04230,   0.56036,   0.85234,   0.03826,   1.43150,  40.56052,   0.26592,   0.18204,   0.23302,   3.35294
 176.00000,   1.00000,   9.68000,   0.00896,  11.13019,   0.82374,   0.40367,   0.09554,   1.42513,  41.73965,   0.32868,   0.20898,   0.30746,   1.12025
 177.00000,   1.00000,   6.16000,   0.00730,   9.19187,   0.74231,   0.36288,   0.02481,   1.52046,  51.83415,   0.25436,   0.22246,   0.41980,  20.07691
 178.00000,   1.00000,   9.35000,   0.02532,   7.55716,   0.67118,   0.66617,   0.03150,   1.28569,  23.15406,   0.32902,   0.17455,   0.46127,  13.36362
 179.00000,   1.00000,   6.12000,   0.01149,   7.92737,   0.69053,   0.18391,   0.02090,   1.50726,  49.98506,   0.27537,   0.19823,   0.44237,   7.41935
 180.00000,   1.00000,   5.98000,   0.02027,   7.44340,   0.68287,   0.54745,   0.08962,   1.45367,  36.30590,   0.28367,   0.17113,   0.50806,   1.02740
 181.00000,   1.00000,   8.03000,   0.00785,  11.50012,   0.83120,   0.07403,   0.08723,   1.48275,  47.20316,   0.33925,   0.21189,   0.58570,   1.63448
 182.00000,   1.00000,   6.59000,   0.00292,   9.18636,   0.75190,   0.38547,   0.05852,   1.47639,  59.58615,   0.31380,   0.24528,   0.52857,   1.00000
 183.00000,   1.00000,   9.82000,   0.00806,  10.47317,   0.75919,   0.31975,   0.07810,   1.33241,  37.71693,   0.36858,   0.23194,   0.56414,   1.83969
 184.00000,   1.00000,   8.20000,   0.00285,  11.10201,   0.77506,   0.31168,   0.02420,   1.49454,  36.42320,   0.49072,   0.22854,   0.48026,   2.10619
 185.00000,   1.00000,   5.97000,   0.00815,  13.31413,   0.87027,   0.11236,   0.06887,   1.53687,  35.38093,   0.52104,   0.13788,   0.49465,   0.70370
 186.00000,   1.00000,   9.97000,   0.01471,   8.43776,   0.69141,   0.37893,   0.01117,   1.53559,  50.82529,   0.25077,   0.21467,   0.60371,   7.50000
 187.00000,   1.00000,  10.05000,   0.01597,  10.71248,   0.74172,   0.49014,   0.09893,   1.53142,  47.44435,   0.31930,   0.24995,   0.46339,   3.06493
 188.00000,   1.00000,   9.98000,   0.01240,  10.70871,   0.73716,   0.57146,   0.17344,   1.37962,  30.30762,   0.37726,   0.19426,   0.41200,   2.02500
 189.00000,   1.00000,   8.89000,   0.02041,  11.29787,   0.80441,   0.55653,   0.07130,   1.46441,  42.70211,   0.32027,   0.21793,   0.41984,   7.79487
 190.00000,   1.00000,   6.58000,   0.00651,   8.93464,   0.73631,   0.20130,   0.04959,   1.50886,  55.12622,   0.29044,   0.22325,   0.43606,   9.96428
 191.00000,   1.00000,  14.46000,   0.00676,   8.59181,   0.69134,   0.55128,   0.01287,   1.34747,  39.96372,   0.30473,   0.27223,   0.29732,   5.43478
 192.00000,   1.00000,   5.07000,   0.01894,   8.67410,   0.75889,   0.17881,   0.06904,   1.45076,  45.12149,   0.29776,   0.19545,   0.40907,   8.77777
 193.00000,   1.00000,   5.48000,   0.00613,   8.18776,   0.70800,   0.69031,   0.02567,   1.47079,  36.03230,   0.27488,   0.17505,   0.33623,   7.15000
 194.00000,   1.00000,   8.20000,   0.00255,  12.28750,   0.83575,   0.42421,   0.02082,   1.41339,  44.08920,   0.33718,   0.25779,   0.53058,   2.40870
 195.00000,   1.00000,   8.42000,   0.00990,   5.40282,   0.56708,   0.83468,   0.04674,   1.38831,  33.78894,   0.24429,   0.12422,   0.40187,   1.97059
 196.00000,   1.00000,   5.83000,   0.01724,   8.93780,   0.75811,   0.55657,   0.04841,   1.45391,  28.23901,   0.32021,   0.15349,   0.47232,   1.80645
 197.00000,   1.00000,   5.64000,   0.01899,   9.20600,   0.74969,   0.22162,   0.03655,   1.51020,  58.38771,   0.28265,   0.23854,   0.46774,   2.19192
 198.00000,   1.00000,   7.90000,   0.01429,   8.04453,   0.70796,   0.36848,   0.04428,   1.45973,  45.76396,   0.26511,   0.21390,   0.53322,   7.00000
 199.00000,   1.00000,  14.23000,   0.01463,  10.00127,   0.77768,   0.33061,   0.06442,   1.52203,  39.45413,   0.32139,   0.19940,   0.31474,   0.72269
 200.00000,   2.00000,   5.64000,   0.01478,  13.04739,   0.53045,   0.94468,   0.03781,   0.90835,  14.47447,   0.40309,   0.03444,   0.33141,   3.61364
 201.00000,   2.00000,   7.82000,   0.00504, 277.54947,   3.63619,   0.81397,   0.06601,   1.55608,   2.56543,   5.05139,   0.01857,   0.38621,   9.23711
 202.00000,   2.00000,   8.99000,   0.01163,  21.95217,   0.53693,   0.95634,   0.00425,   0.09982,  10.42160,   0.68618,   0.02420,   0.33486,   0.09904
 203.00000,   2.00000,   7.30000,   0.02632,  14.53158,   0.53761,   0.92981,   0.00784,   0.05539,  18.54907,   0.49452,   0.08277,   0.41397,   3.43333
 204.00000,   2.00000,   7.50000,   0.00375,1275.06934,   8.45624,   0.95376,   0.00317,   1.56151,   1.00652,  12.22259,   0.06882,   0.38932,   0.49265
 205.00000,   2.00000,   8.97000,   0.03738,   5.97937,   0.34859,   0.98880,   0.00194,   0.39171,  35.73553,   0.14387,   0.02251,   0.13996,   0.01905
 206.00000,   2.00000,   6.59000,   0.02027,   4.63516,   0.25238,   0.97706,   0.00745,   0.28991,  36.18724,   0.18927,   0.02057,   0.31279,   2.02041
 207.00000,   2.00000,   8.17000,   0.00907,  51.38210,   0.96736,   0.97380,   0.01096,   1.45761,   6.60133,   0.83227,   0.01367,   0.37462,   0.97758
 208.00000,   2.00000,   4.15000,   0.00844, 217.65511,   2.89222,   0.94880,   0.03767,   1.54022,   2.54723,   3.94899,   0.00941,   0.33012,   1.39595
 209.00000,   2.00000,   7.10000,   0.00468,  27.33938,   0.44245,   0.63265,   0.01657,   0.20580,  13.54366,   0.72443,   0.01565,   0.44836,   0.04910
 210.00000,   2.00000,   8.13000,   0.00486,  77.63789,   1.09075,   0.89602,   0.01775,   1.04760,   6.73432,   1.43428,   0.01877,   0.28272,   0.66937
 211.00000,   2.00000,   6.63000,   0.04348,   3.91519,   0.24720,   0.97225,   0.00651,   0.26437,  46.91326,   0.17581,   0.03727,   0.48199,   7.62500
 212.00000,   2.00000,   8.19000,   0.02885,   7.11577,   0.30885,   0.96428,   0.01040,   0.12253,  25.36819,   0.28667,   0.04848,   0.48323,   0.74790
 213.00000,   2.00000,   9.45000,   0.00333,1887.22937,   9.22680,   0.94942,   0.00744,   1.54961,   0.57406,  17.64213,   0.07342,   0.48877,   0.43730
 214.00000,   2.00000,   5.21000,   0.02000,   6.14695,   0.20865,   0.97832,   0.00291,   0.12936,  39.13685,   0.23897,   0.02873,   0.44612,   7.69565
 215.00000,   2.00000,   8.84000,   0.00418, 938.87531,   6.87476,   0.77770,   0.11616,   1.54002,   0.75735,  14.73505,   0.02610,   0.34292,   2.04883
 216.00000,   2.00000,   5.39000,   0.00444, 676.19897,   6.44197,   0.40831,   0.13969,   1.55993,   1.47256,  10.01355,   0.02407,   0.75848,   1.82046
 217.00000,   2.00000,  10.21000,   0.00529, 103.30141,   1.75874,   0.81274,   0.10389,   1.55982,   2.08200,   3.37064,   0.02399,   0.33126,   0.19243
 218.00000,   2.00000,   7.30000,   0.00800,  13.05397,   0.31364,   0.97907,   0.00298,   0.10829,  24.88533,   0.30597,   0.01600,   0.35152,   3.03226
 219.00000,   2.00000,   7.64000,   0.03846,   4.00395,   0.32837,   0.95504,   0.02627,   0.14686,  52.16162,   0.16795,   0.06831,   0.47543,  14.59999
 220.00000,   2.00000,   4.30000,   0.00564, 985.69141,   7.81651,   0.98710,   0.00576,   1.55278,   0.85770,  12.84769,   0.03273,   0.68533,   2.26519
 221.00000,   2.00000,   6.89000,   0.02067,  27.02599,   0.80889,   0.93040,   0.03353,   1.12690,  13.57975,   0.69083,   0.04161,   0.50742,   3.60714
 222.00000,   2.00000,   7.49000,   0.01091,  10.49598,   0.38829,   0.90332,   0.01017,   0.03638,  25.45030,   0.41200,   0.07252,   0.44601,   1.86458
 223.00000,   2.00000,   7.86000,   0.01361,  18.68611,   0.68705,   0.99084,   0.00550,   1.01260,   9.83098,   0.65926,   0.04209,   0.50204,   2.34091
 224.00000,   2.00000,   8.38000,   0.00206, 647.78528,   5.70838,   0.97393,   0.00724,   1.54257,   1.06031,  10.21285,   0.03308,   0.35876,   1.21061
 225.00000,   2.00000,   5.54000,   0.01172,  23.48526,   0.58532,   0.98587,   0.01204,   0.18349,  11.54807,   0.51698,   0.02117,   0.38418,   4.22449
 226.00000,   2.00000,   7.12000,   0.00129, 751.64935,   6.57045,   0.89429,   0.01519,   1.53619,   1.32261,   7.17748,   0.03520,   0.41882,   3.16043
 227.00000,   2.00000,   6.41000,   0.00467,  89.33231,   1.72072,   0.96065,   0.02952,   1.42966,   4.56458,   1.25943,   0.06066,   0.30050,   4.35000
 228.00000,   2.00000,   5.69000,   0.02357,  30.39240,   0.96343,   0.96495,   0.01138,   1.54192,   7.59881,   0.94015,   0.03532,   0.27441,   1.06250
 229.00000,   2.00000,   3.66000,   0.02284, 139.10838,   2.60564,   0.67165,   0.10501,   1.53075,   2.10869,   3.60589,   0.05886,   0.30949,   1.25143
 230.00000,   2.00000,   7.82000,   0.01453,  17.41073,   0.33879,   0.91475,   0.01276,   0.04034,  22.80770,   0.46947,   0.01356,   0.33776,   1.41520
 231.00000,   2.00000,   4.90000,   0.05882,   6.48463,   0.57840,   0.75491,   0.07902,   1.44894,  18.20601,   0.42444,   0.06222,   0.40438,   6.00000
 232.00000,   2.00000,   7.34000,   0.00743, 138.20512,   2.21590,   0.95162,   0.00884,   1.55485,   3.41028,   3.56854,   0.01474,   0.41911,   5.34906
 233.00000,   2.00000,   4.91000,   0.01210, 145.16951,   2.63496,   0.92583,   0.00720,   1.56247,   2.12370,   2.94325,   0.02955,   0.50454,   0.55486
 234.00000,   2.00000,   8.53000,   0.00355, 770.63812,   6.65814,   0.77719,   0.12276,   1.56000,   1.35698,  10.49939,   0.08221,   0.47481,   0.76408
 235.00000,   2.00000,   6.69000,   0.01025, 110.72543,   2.04827,   0.91292,   0.03807,   1.50277,   2.96147,   2.37361,   0.04815,   0.27143,   0.19315
 236.00000,   2.00000,   7.84000,   0.02167,  14.84627,   0.43972,   0.96524,   0.00974,   0.38200,  16.74385,   0.41165,   0.02748,   0.22576,   0.32922
 237.00000,   2.00000,   4.45000,   0.02703,  12.91195,   0.82212,   0.73784,   0.04635,   1.53870,   7.01268,   0.62054,   0.10232,   0.37070,   2.58064
 238.00000,   2.00000,   4.00000,   0.03101,   3.83930,   0.27266,   0.96530,   0.00787,   0.07121,  46.60295,   0.18403,   0.03488,   0.40604,  13.33332
 239.00000,   2.00000,   4.54000,   0.02888,  30.40672,   1.03502,   0.96053,   0.00858,   1.56175,   7.38480,   1.28437,   0.08408,   0.44923,   3.94643
 240.00000,   2.00000,   9.08000,   0.01838,  54.10516,   0.92328,   0.93319,   0.01114,   1.52829,   8.43087,   1.19102,   0.01364,   0.31509,   5.04444
 241.00000,   2.00000,   5.40000,   0.03797,  28.20844,   0.97845,   0.96651,   0.02326,   1.52311,   6.26567,   0.88161,   0.05508,   0.37540,   2.16000
 242.00000,   2.00000,   7.68000,   0.03378,  10.27328,   0.45431,   0.97061,   0.00841,   0.09024,  12.08980,   0.48803,   0.06525,   0.12494,   3.22857
 243.00000,   2.00000,   4.17000,   0.06250,   3.65116,   0.29595,   0.95593,   0.00975,   0.04729,  37.60089,   0.17898,   0.03688,   0.38889,   5.22222
 244.00000,   2.00000,   6.33000,   0.01065,  28.06772,   0.43663,   0.97937,   0.00805,   0.02165,  13.83583,   0.74571,   0.01384,   0.52656,   1.02154
 245.00000,   2.00000,   8.53000,   0.00676, 386.32404,   4.83828,   0.92766,   0.02101,   1.54666,   1.77191,   7.68871,   0.01919,   0.47013,   1.79245
 246.00000,   2.00000,   6.13000,   0.00295, 349.94092,   4.32290,   0.62236,   0.09836,   1.54361,   2.09260,   7.57092,   0.03803,   0.36900,   0.74742
 247.00000,   2.00000,   7.86000,   0.00151,2854.74097,   8.14147,   0.96420,   0.00950,   1.55319,   0.74876,  22.71347,   0.11666,   0.54102,   0.61861
 248.00000,   2.00000,   5.23000,   0.00171,1536.53052,   9.04036,   0.81527,   0.13367,   1.53654,   0.59602,  14.89080,   0.06658,   0.28805,   1.87418
 249.00000,   2.00000,   5.65000,   0.00327,  51.84994,   1.12996,   0.68248,   0.03146,   0.59761,   9.05642,   1.00240,   0.02874,   0.35578,   0.98377
 250.00000,   2.00000,   4.25000,   0.01688,  78.56157,   1.88688,   0.89751,   0.00104,   1.54579,   6.15611,   1.04148,   0.00618,   0.30050,   0.82308
 251.00000,   2.00000,   9.90000,   0.00272, 633.66119,   6.13176,   0.82778,   0.06065,   1.56116,   0.93741,   8.71895,   0.01244,   0.64343,   0.03672
 252.00000,   2.00000,   6.85000,   0.00265,1212.65186,   8.19419,   0.90969,   0.00766,   1.55956,   0.80986,  13.21773,   0.02513,   0.37298,   0.25332
 253.00000,   2.00000,   7.82000,   0.02115,  13.05749,   0.42232,   0.55005,   0.05277,   0.00160,  17.10023,   0.50043,   0.04208,   0.07128,   0.06090
 254.00000,   2.00000,   6.05000,   0.02198,   7.37954,   0.35637,   0.98054,   0.01162,   0.22481,  32.71560,   0.24334,   0.03240,   0.07909,   1.60000
 255.00000,   2.00000,   6.38000,   0.03756,  10.70221,   0.43217,   0.97832,   0.01345,   0.62262,  31.03185,   0.27841,   0.02313,   0.07797,   3.43750
 256.00000,   2.00000,   3.15000,   0.00787, 145.70134,   2.24859,   0.93881,   0.00595,   1.52043,   3.92851,   3.72892,   0.01980,   0.32639,   2.46995
 257.00000,   2.00000,   8.26000,   0.00447, 511.30219,   4.81660,   0.76324,   0.07000,   1.53664,   1.42577,   8.15025,   0.04542,   0.28952,   1.70944
 258.00000,   2.00000,   7.60000,   0.00661,  14.87010,   0.31587,   0.63510,   0.01385,   0.02436,  24.92995,   0.62917,   0.08919,   0.54381,   2.08673
 259.00000,   2.00000,   6.24000,   0.00738,  10.47180,   0.27691,   0.90433,   0.01487,   0.03260,  23.79327,   0.38287,   0.03106,   0.40323,   0.07115
 260.00000,   2.00000,   6.26000,   0.01465,  56.09475,   1.22136,   0.81605,   0.01717,   1.51622,   7.06153,   1.41256,   0.04805,   0.49484,   3.96364
 261.00000,   2.00000,   6.76000,   0.00116, 778.46948,   6.14470,   0.20215,   0.23496,   1.54898,   1.36739,   9.73306,   0.02342,   0.35958,   1.97251
 262.00000,   2.00000,   7.19000,   0.01923,  29.69667,   0.86973,   0.82305,   0.09226,   1.28227,   6.07160,   0.91303,   0.05704,   0.32528,   1.82609
 263.00000,   2.00000,   5.35000,   0.01630,  10.63810,   0.55334,   0.94574,   0.01480,   1.16416,  18.06869,   0.39263,   0.03580,   0.25374,   4.41176
 264.00000,   2.00000,   7.14000,   0.00531,  22.49313,   0.54471,   0.91878,   0.00770,   0.06870,  11.24623,   0.47807,   0.02391,   0.15922,   2.59048
 265.00000,   2.00000,   4.86000,   0.00507, 330.59219,   3.08024,   0.98415,   0.00185,   1.56579,   2.62016,   4.37797,   0.03652,   0.48034,   9.20690
 266.00000,   2.00000,   5.50000,   0.00111, 624.81567,   5.57691,   0.97639,   0.00730,   1.56671,   1.68606,   8.38633,   0.03697,   0.37520,   1.31410
 267.00000,   2.00000,   6.19000,   0.00612,  92.40558,   1.91239,   0.81891,   0.03170,   1.55258,   3.64865,   2.16992,   0.01850,   0.23275,   0.27937
 268.00000,   2.00000,   5.61000,   0.03409,   5.46819,   0.31535,   0.96084,   0.01130,   0.07394,  35.86143,   0.21129,   0.05240,   0.49069,   6.65217
 269.00000,   2.00000,   7.36000,   0.02488,   9.63763,   0.60051,   0.76785,   0.16904,   1.06609,  14.87008,   0.50726,   0.07076,   0.31360,   0.79464
 270.00000,   2.00000,   7.35000,   0.01690,  45.93197,   1.05847,   0.97022,   0.00735,   1.50162,   5.79814,   1.11419,   0.01199,   0.18031,   1.00565
 271.00000,   2.00000,   5.81000,   0.01067,  16.60753,   0.56122,   0.84790,   0.01892,   0.56590,  26.05808,   0.49647,   0.05195,   0.49670,   3.93421
 272.00000,   2.00000,   7.88000,   0.03318,  15.53287,   0.92643,   0.46275,   0.03071,   1.54526,  12.86743,   0.59332,   0.04139,   0.43397,  10.72222
 273.00000,   2.00000,   6.03000,   0.00177, 101.76958,   1.92701,   0.98978,   0.00240,   1.55654,   3.60340,   2.98524,   0.02761,   0.33102,   0.59437
 274.00000,   2.00000,   4.87000,   0.02273,   8.93452,   0.27705,   0.99231,   0.00165,   0.15815,  21.72021,   0.29489,   0.03875,   0.04989,   5.51852
 275.00000,   2.00000,   6.38000,   0.00829, 143.05705,   2.51149,   0.89770,   0.01624,   1.55217,   2.59124,   4.66749,   0.02615,   0.33968,   0.53066
 276.00000,   2.00000,   7.03000,   0.02692,  22.33552,   0.70559,   0.91623,   0.03805,   1.44012,  16.31054,   0.55595,   0.04583,   0.28961,  11.99999
 277.00000,   2.00000,   7.24000,   0.01918,  19.85199,   0.59623,   0.95315,   0.01367,   0.22000,  10.34937,   0.62460,   0.06126,   0.43056,   0.17742
 278.00000,   2.00000,   4.32000,   0.00605,  87.11785,   1.43495,   0.97833,   0.00329,   1.36982,   3.55233,   1.75572,   0.05489,   0.10685,   0.15618
 279.00000,   2.00000,   5.09000,   0.01290, 106.37486,   2.33816,   0.97678,   0.00478,   1.54975,   2.12759,   2.77493,   0.03165,   0.33854,   1.06667
 280.00000,   2.00000,   7.57000,   0.02555,  33.94061,   1.27855,   0.68611,   0.04478,   1.48545,  11.11077,   1.01569,   0.02313,   0.32309,   1.76768
 281.00000,   2.00000,   7.13000,   0.01308,  28.78128,   0.49261,   0.92579,   0.00582,   0.12741,  11.24105,   0.78523,   0.02412,   0.30434,   0.47790
 282.00000,   2.00000,   6.87000,   0.03089,  37.61879,   1.09252,   0.83327,   0.03067,   1.55676,   5.80377,   1.27951,   0.02713,   0.20843,   2.08333
 283.00000,   2.00000,   3.89000,   0.03419,  10.16894,   0.35955,   0.96805,   0.01165,   0.19042,  24.93994,   0.29569,   0.01672,   0.12389,  18.49998
 284.00000,   2.00000,   4.95000,   0.00220, 307.30862,   3.94123,   0.75609,   0.01108,   1.53850,   1.56783,   6.52150,   0.14188,   0.42238,   0.56822
 285.00000,   2.00000,   6.42000,   0.00447, 402.74103,   4.71836,   0.55543,   0.03324,   1.55178,   0.93254,   7.45165,   0.04170,   0.33190,   0.09820
 286.00000,   2.00000,   8.26000,   0.00388, 923.91357,   7.04736,   0.25676,   0.22183,   1.53862,   0.82972,  13.21275,   0.03584,   0.54993,   0.03438
 287.00000,   2.00000,   8.54000,   0.05333,  12.82781,   0.60790,   0.73644,   0.10432,   1.53388,  10.17140,   0.70349,   0.06852,   0.28072,   0.78571
 288.00000,   2.00000,   8.45000,   0.00258,1066.46216,   6.49829,   0.94474,   0.00890,   1.54600,   1.17109,  12.29293,   0.05656,   0.39774,   1.09001
 289.00000,   2.00000,   8.52000,   0.00184,1847.14307,   9.81968,   0.88544,   0.01021,   1.56180,   0.85058,  14.72677,   0.07271,   0.36538,   1.10207
 290.00000,   2.00000,   8.82000,   0.01235,  34.37305,   0.52592,   0.82560,   0.11279,   0.54173,  19.11482,   0.64951,   0.00442,   0.40403,   2.80537
 291.00000,   2.00000,   4.58000,   0.01087,  23.90675,   0.35433,   0.67751,   0.01689,   0.05791,  27.62526,   0.84213,   0.03272,   0.46984,   2.01639
 292.00000,   2.00000,   8.20000,   0.02469,   4.04239,   0.25615,   0.89203,   0.00949,   0.10025,  46.34766,   0.20018,   0.16360,   0.42390,   1.74576
 293.00000,   2.00000,   6.61000,   0.02449,  32.02524,   1.05703,   0.98132,   0.00301,   1.54255,   6.69319,   1.10641,   0.04961,   0.41243,   7.44827
 294.00000,   2.00000,   7.64000,   0.01806,  81.36749,   2.09242,   0.04341,   0.08187,   1.55618,   4.49690,   1.88194,   0.04648,   0.37290,   4.75325
 295.00000,   2.00000,   6.10000,   0.00975, 131.13577,   1.06195,   0.99013,   0.00074,   0.05394,   3.96238,   1.54437,   0.00430,   0.36730,   1.87200
 296.00000,   2.00000,   4.78000,   0.01209,  37.08084,   0.58291,   0.87152,   0.01461,   0.08766,  11.08394,   0.58358,   0.00799,   0.44006,   1.93909
 297.00000,   2.00000,   7.31000,   0.00820,  15.98429,   0.40019,   0.91169,   0.00686,   0.10957,  18.41977,   0.47008,   0.04010,   0.42888,   2.05000
 298.00000,   2.00000,   8.52000,   0.00909,  29.31763,   0.96969,   0.78202,   0.02660,   1.49471,  12.47150,   0.92290,   0.03714,   0.36312,   3.28571
 299.00000,   2.00000,   6.25000,   0.01176,  24.94483,   0.91762,   0.86757,   0.00688,   1.54583,   8.03604,   0.78843,   0.03215,   0.29843,   6.72727
 300.00000,   3.00000,  15.93000,   0.04819,  21.49934,   0.96482,   0.90779,   0.01361,   0.04868,   1.85548,   2.23867,   0.07242,   0.19232,   2.95238
 301.00000,   3.00000,  17.45000,   0.09239,   5.74676,   0.60902,   0.43572,   0.36495,   0.02316,   6.41168,   0.76902,   0.05664,   0.28735,   4.41176
 302.00000,   3.00000,  16.61000,   0.07965,   7.66153,   0.68188,   0.51758,   0.10266,   0.15341,   3.34332,   1.72850,   0.04062,   0.27258,   2.32353
 303.00000,   3.00000,  17.26000,   0.12791,  12.88838,   0.79773,   0.73429,   0.15040,   0.13333,   2.42632,   2.42985,   0.06014,   0.30352,   1.64615
 304.00000,   3.00000,  17.24000,   0.01235,  12.41048,   0.83237,   0.70596,   0.06284,   0.28578,   5.70188,   0.87008,   0.15631,   0.27948,   2.85714
 305.00000,   3.00000,  15.07000,   0.20388,   5.28206,   0.55651,   0.82741,   0.01360,   0.09394,   5.94314,   0.94244,   0.08120,   0.27660,   0.94340
 306.00000,   3.00000,  15.34000,   0.07161,  31.05059,   1.35735,   0.69218,   0.15317,   0.02982,   2.90247,   1.65878,   0.09704,   0.21467,   2.07874
 307.00000,   3.00000,  16.17000,   0.00775,  28.28344,   0.85361,   0.76050,   0.03657,   0.01581,   1.79987,   1.62502,   0.06362,   0.12601,   2.07143
 308.00000,   3.00000,  12.26000,   0.00862,  12.35908,   0.55680,   0.96865,   0.01322,   0.03631,   8.29321,   0.87435,   0.03340,   0.40488,   7.92307
 309.00000,   3.00000,  14.12000,   0.01529,   7.88133,   0.59940,   0.65688,   0.26191,   0.02051,   9.88392,   1.13240,   0.16350,   0.56048,   3.30263
 310.00000,   3.00000,  16.57000,   0.02217,  13.89855,   0.59434,   0.42078,   0.05465,   0.01797,   6.91781,   1.14473,   0.02798,   0.37741,  10.27777
 311.00000,   3.00000,  13.73000,   0.08000,   4.55991,   0.33306,   0.75389,   0.00710,   0.00080,   7.34808,   0.75318,   0.03557,   0.36228,   7.92857
 312.00000,   3.00000,  17.11000,   0.23016,   9.12748,   0.68274,   0.86797,   0.04348,   0.19455,   2.50348,   2.59165,   0.02914,   0.29932,   1.62500
 313.00000,   3.00000,  10.98000,   0.02967,  19.56774,   0.77630,   0.95602,   0.01051,   0.01638,   6.67004,   1.08197,   0.04548,   0.29539,   9.53125
 314.00000,   3.00000,  14.59000,   0.08491,   1.31511,   0.29994,   0.98297,   0.01450,   0.00026,  14.53557,   0.36593,   0.06399,   0.34029,   1.46512
 315.00000,   3.00000,  12.33000,   0.13393,   0.89157,   0.24912,   0.98930,   0.00741,   0.01902,  19.99796,   0.34335,   0.05992,   0.49004,   1.66667
 316.00000,   3.00000,  14.97000,   0.09150,  20.44448,   0.82950,   0.73739,   0.01481,   0.01528,   2.16910,   2.33447,   0.07782,   0.30641,   4.01639
 317.00000,   3.00000,  12.63000,   0.04484,  18.66195,   0.82147,   0.60421,   0.03440,   0.18110,   3.02516,   1.56714,   0.02122,   0.24144,  10.73684
 318.00000,   3.00000,  17.51000,   0.19394,   4.19463,   0.28807,   0.65794,   0.00789,   0.00751,   7.26840,   0.97480,   0.04311,   0.25556,   4.00000
 319.00000,   3.00000,  14.79000,   0.10497,  65.30755,   0.83698,   0.55827,   0.05411,   0.03103,   0.82754,   3.64338,   0.11404,   0.20789,   0.90526
 320.00000,   3.00000,  17.20000,   0.06040,   2.34860,   0.39597,   0.93618,   0.01501,   0.04399,  10.29396,   0.55367,   0.10968,   0.36935,   3.02703
 321.00000,   3.00000,  16.26000,   0.03731,  12.72483,   0.55190,   0.54691,   0.00893,   0.01558,   6.29943,   1.15593,   0.02336,   0.26174,   6.65714
 322.00000,   3.00000,  18.30000,   0.14211,  10.98156,   0.85600,   0.33768,   0.43345,   0.00457,   3.23599,   1.06337,   0.10390,   0.33068,   2.39286
 323.00000,   3.00000,  17.04000,   0.19802,   8.25370,   0.69152,   0.86073,   0.04495,   0.02949,   3.82799,   1.22470,   0.06472,   0.19024,   3.20833
 324.00000,   3.00000,  19.47000,   0.14433,   3.05195,   0.39174,   0.48457,   0.06025,   0.01020,  10.10649,   0.78114,   0.10693,   0.38134,   4.24324
 325.00000,   3.00000,  14.95000,   0.09630,  12.48243,   0.68244,   0.94647,   0.02653,   0.03115,   2.35922,   1.11594,   0.07961,   0.20880,   1.17742
 326.00000,   3.00000,  15.31000,   0.14615,  15.97723,   0.88933,   0.87078,   0.10888,   0.01991,   2.09185,   1.04299,   0.08850,   0.24208,   2.71428
 327.00000,   3.00000,  20.16000,   0.07534,  23.65915,   1.01670,   0.41601,   0.04639,   0.02489,   2.30567,   2.84053,   0.16056,   0.21823,   3.35821
 328.00000,   3.00000,  15.24000,   0.19672,   5.25188,   0.53946,   0.65575,   0.04095,   0.03507,   5.13042,   0.93161,   0.06993,   0.23076,   1.71111
 329.00000,   3.00000,  18.24000,   0.02105,   4.43152,   0.51177,   0.81040,   0.01608,   0.02015,   6.46929,   0.78203,   0.05810,   0.32491,   3.75000
